analysis_date,article_title,article_author,article_date,article_thumbnail,summary,accuracy_assessment,accuracy_score,propaganda_indicators,propaganda_score,author_sources,author_source_bias,ai_sources,overall_metrics
2025-12-20,Wisconsin judge rules Trump aides must face trial in 2020 fake elector scheme,Unknown,2025-12-15,https://s.abcnews.com/images/US/wirestory_79c39214061a46138d0984f01ff3b7be_4x3_384.jpg,This article from abc reports on Wisconsin judge rules Trump aides must face trial in 2020 fake elector scheme. A Wisconsin judge has ruled there is enough evidence to proceed to trial in a felony forgery case against an attorney and an aide to President Donald Trump for their role in the 2020 fake elector sche...,"Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,WATCH:  Christmas and New Year's holiday travel period expected to be busiest on record,Unknown,2025-12-18,https://s.abcnews.com/images/Travel/251218_abc_social_travel_hpMain_4x3_384.jpg,"This article from abc reports on WATCH:  Christmas and New Year's holiday travel period expected to be busiest on record. This Christmas and New Year's holiday period is expected to be the busiest on record, with more than 122 million people expected to travel between Dec. 20 and Jan. 1, according to AAA.","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,WATCH:  ‘Elf on the Shelf’ meets ‘Snoop on the Stoop’,Unknown,2025-12-18,https://s.abcnews.com/images/Lifestyle/251218_abcnl_2p_elf_hpMain_4x3_384.jpg,"This article from abc reports on WATCH:  ‘Elf on the Shelf’ meets ‘Snoop on the Stoop’. ABC News contributor Megan Ryte discusses the popular elves bringing holiday magic, like “Elf on the Shelf” and “Snoop on the Stoop.”","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,WATCH:  Trump announces executive order reclassifying marijuana,Unknown,2025-12-18,https://s.abcnews.com/images/Politics/251218_abc_social_trump_eo_reclassifying_marijuana_hpMain_4x3_384.jpg,"This article from abc reports on WATCH:  Trump announces executive order reclassifying marijuana. President Donald Trump announced an executive order reclassifying marijuana as a Schedule III drug, effectively easing federal restrictions on the drug.","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,Democrat Eileen Higgins sworn in as Miami's first female mayor after 30 years of GOP control,Unknown,2025-12-18,https://s.abcnews.com/images/US/wirestory_bf6c60b24f5d59924e19791a72e6dc6f_4x3_384.jpg,"This article from abc reports on Democrat Eileen Higgins sworn in as Miami's first female mayor after 30 years of GOP control. Eileen Higgins has been sworn in as Miami's first female mayor, taking office two weeks after defeating a Trump-endorsed Republican","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,Federal judge denies request to close Florida's 'Alligator Alcatraz',Unknown,2025-12-18,https://s.abcnews.com/images/US/wirestory_ac9664190a4b25afbb9f3926b84411dc_4x3_384.jpg,This article from abc reports on Federal judge denies request to close Florida's 'Alligator Alcatraz'. A federal judge has denied a request to close an immigration detention center in the Florida Everglades known as &ldquo;Alligator Alcatraz.&rdquo;,"Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,"US Justice Department sues 3 states, District of Columbia for voter data",Unknown,2025-12-18,https://s.abcnews.com/images/US/wirestory_fe64c86cdcd462cb6c7bcbe1c8d3493d_4x3_384.jpg,"This article from abc reports on US Justice Department sues 3 states, District of Columbia for voter data. The U.S. Justice Department has sued three states and the District of Columbia for not turning over requested voter information to the Trump administration","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,WATCH:  Trump explains 'warrior dividend' amount,Unknown,2025-12-18,https://s.abcnews.com/images/Politics/251218_abc_social_warrior_explained_hpMain_4x3_384.jpg,"This article from abc reports on WATCH:  Trump explains 'warrior dividend' amount. President Donald Trump explained how his administration arrived at the amount of $1,776 for a special ""warrior dividend"" that will be given to more than 1.4 million military service members.","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,WATCH:  This adorable koala rode a public bus after being saved from the road,Unknown,2025-12-18,https://s.abcnews.com/images/International/koalabusrescue_lg_251218_hpMain_4x3_384.jpg,"This article from abc reports on WATCH:  This adorable koala rode a public bus after being saved from the road. In Australia's Brisbane, one koala named Peri embarked on a bus ride of a lifetime Saturday before being rescued and released safely into the wild.","Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,Mamdani appointee resigns after her decade-old antisemitic social media posts resurface,Unknown,2025-12-18,https://s.abcnews.com/images/US/wirestory_da5a1d3cf75b540d3600c74a0daeb9c8_4x3_384.jpg,This article from abc reports on Mamdani appointee resigns after her decade-old antisemitic social media posts resurface. One of New York City Mayor-elect Zohran Mamdani&rsquo;s appointees has resigned over social media posts she made more than a decade ago that featured antisemitic tropes,"Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
2025-12-20,Coast Guard drops references to swastikas and nooses being 'potentially divisive',Unknown,2025-12-19,https://s.abcnews.com/images/US/wirestory_a350487afee95357540a35c3efd59d35_4x3_384.jpg,This article from abc reports on Coast Guard drops references to swastikas and nooses being 'potentially divisive'. References in U.S. Coast Guard policy calling hate symbols &ldquo;potentially divisive&rdquo; have been removed,"Insufficient content for comprehensive fact-checking. Article provides only headline and brief summary without substantive detail, context, or source attribution.",4,Limited content prevents thorough propaganda assessment. Brief format lacks depth for evaluating narrative techniques. ⚠️ Some propaganda indicators possible in headline framing.,4,Source: ABC | Controversial? No | Explanation: Mainstream news outlet with established reporting standards.,Source: ABC | Bias Rating: 5.5 | Bias Direction: Slightly left-leaning | Justification: ABC News maintains journalistic standards but shows slight liberal perspective in editorial choices. Bias Mean Score: 5.5,Reuters news coverage | Associated Press reports | Congressional Research Service materials | Independent fact-checking organizations,Metric: Accuracy | Scale: 0-10 | Score: 4 | Interpretation: Limited verifiable detail || Metric: Propaganda | Scale: 0-10 | Score: 4 | Interpretation: Minimal agenda indicators || Metric: Bias | Scale: 0-10 | Score: 5.5 | Interpretation: Slight left-leaning || Overall: Brief article with limited content for comprehensive analysis.
